12887486,12875481
12887486,12895481
12887486,12887475
12887486,12887472
12893397,12712807
12893937,51716
12895477,15532701
12895481,15532703
12898200,15467300
12901902,12712152
12924701,12712300
12925004,13957048
12925019,15401811
12925019,13957063
12929504,13101168
12929522,12929516
12929743,13101688
12929747,12684997
12929747,13101703
12929807,12929799
12929822,15401865
12929822,12929814
12930006,14018284
12930050,12699751
12934318,13373326
12934524,12713325
12934525,16335848
12934527,16335850
12934530,12713330
12934530,12763330
12934530,12934525
12934530,12934524
12943091,12712324
12943146,12712367
12943148,13352685
12943150,13352687
12943153,12712373
12943153,12762373
12943153,12943148
12943153,12943146
12943935,12712823
12944147,12713060
12944882,51716
12947724,13102583
12947779,12715356
12947781,13355926
12947783,13355928
12947786,12715362
12947786,12765362
12947786,12947781
12947786,12947779
12948104,12715593
12948106,13938003
12948108,13938005
12948111,12715599
12948111,12765599
12948111,12948106
12948111,12948104
12948568,14503759
12948916,12716154
12948918,13049749
12948920,13049751
12948923,12716160
12948923,12766160
12948923,12948918
12948923,12948916
12949052,12716076
12949054,15364171
12949056,15364173
12949059,12716082
12949059,12766004
12949059,12949054
12949059,12949052
12949127,12716262
12949127,12766262
12949127,12757947
12949127,12817945
12962421,13063041
13013871,52479
13013871,13013867
13013906,52523
13013906,13013902
13013909,52520
13013909,12712300
13013948,13013942
13014026,13014020
13014185,13014179
13014387,663
13014387,13014383
13014403,663
13014403,13014399
13014526,663
13014526,13014522
13014668,13014662
13014677,52817
13014677,13014671
13015235,52650
13015790,39
13015790,12712152
13015807,19
13015807,12712324
13015884,12712367
13016296,12712367
13016529,1
13016529,12712807
13016548,1
13016548,12712823
13016564,1
13016564,12712836
13016718,1
13016718,12712946
13016737,1
13016737,12712807
13017476,45
13017684,47
13019137,13019129
13050007,13376156
13061123,13061118
13070056,13070050
13085983,13085978
13085989,13085910
13085989,13085984
13088443,13088437
13088452,12757079
13088452,13088446
13088491,12757085
13088491,13088484
13088530,13103005
13088530,13088521
13088621,1970
13088621,12754147
13088625,13101344
13088625,12754151
13089520,13089514
13089529,52817
13089529,13089523
13089938,13089932
13089947,52817
13089947,13089941
13090317,13090311
13090326,12758280
13090326,13090320
13096070,14497519
13096387,13014020
13096389,14497519
13096391,14497521
13096394,13014026
13096394,13096070
13096394,13096389
13096394,13096387
13102776,13102767
13105056,13356100
13114706,13114702
13114708,13114703
13114833,13114827
13114835,13114828
13114911,13378354
13114913,13378355
13115054,12718352
13115055,12718353
13115056,13114653
13115057,13114654
13115058,13114655
13115061,12718358
13115061,12768358
13115061,13115056
13115061,13115054
13115062,13114658
13115064,12718360
13115064,12768360
13115064,13115057
13115064,13115055
13115124,13115120
13115126,13115121
13115247,13114827
13115248,13114828
13115249,13114702
13115250,13114703
13115251,13114704
13115254,13114833
13115254,13114706
13115254,13115249
13115254,13115247
13115255,13114707
13115257,13114835
13115257,13114708
13115257,13115250
13115257,13115248
13116353,13116349
13116466,13116461
13116695,13116691
13116904,13116461
13116905,13116349
13116907,13116351
13116910,13116466
13116910,13116353
13116910,13116905
13116910,13116904
13135983,13135979
13135989,12778578
13135989,13135985
13138443,13138439
13138452,12773543
13138452,13138448
13138491,15792743
13138491,13138486
13138530,13102987
13138530,14611181
13138621,1969
13138621,13101688
13138625,13101291
13138625,13101703
13139471,15364374
13139480,52798
13139480,15364383
13139520,13139516
13139529,52798
13139529,13139525
13139725,13984586
13139734,52798
13139734,13984595
13139938,13139934
13139947,52798
13139947,13139943
13140172,13140168
13140181,12818238
13140181,13140177
13140462,13140458
13140471,12758238
13140471,13140467
13145108,13145099
13145113,13145101
13145123,12778651
13145123,13145114
13145128,12778653
13145128,13145116
13150952,13150943
13150967,13150958
13152992,13152986
13152995,52509
13152995,13152987
13153082,13153077
13153121,12794496
13153122,19
13153122,12794497
13154147,13154141
13154149,13154142
13154274,13154268
13154276,13154269
13160503,13160495
13160507,13160496
13160509,13160497
13195108,13485581
13195113,13485582
13195123,12778606
13195123,13485611
13195128,12778608
13195128,13485612
13200952,13200946
13200967,13200961
13212992,13483986
13212995,52509
13212995,13483987
13213082,14095836
13213121,12778129
13213122,19
13213122,12778130
13214020,15469184
13214022,15469185
13214225,13379226
13214227,13379227
13214274,15729032
13214276,15729033
13214438,13214434
13214440,13214435
13215538,54531
13215541,54532
13215829,54586
13215880,54531
13215883,54532
13215948,54531
13215951,54532
13215972,54683
13216161,54625
13216162,54626
13216248,54531
13216251,54532
13216268,54830
13216272,54831
13220503,13488596
13220507,13488598
13220509,13488597
13222992,13484212
13222995,52509
13222995,13484213
13223082,14096477
13223121,12778355
13223122,19
13223122,12778356
13224225,13379525
13224227,13379526
13224274,15889550
13224276,15889551
13224438,13224434
13224440,13224435
13225470,54830
13225473,54831
13225494,54491
13225829,54586
13225880,54830
13225883,54831
13225948,54830
13225951,54831
13225972,54683
13226161,54625
13226162,54626
13226248,54830
13226251,54831
13230503,14096401
13230507,14096402
13230509,14096403
13235056,13352859
13252634,15857390
13252644,12718500
13252645,12768501
13252647,12768503
13252649,12718504
13252649,12768504
13252649,13252645
13252649,13252644
13252801,12718586
13252802,14095693
13252804,14095695
13252807,12718591
13252807,12768591
13252807,13252802
13252807,13252801
13252869,12718623
13252869,12768623
13252869,12778314
13252869,12794633
13254007,12719416
13254008,12719417
13254009,12769418
13254010,12769419
13254011,12769420
13254014,12719422
13254014,12769422
13254014,13254009
13254014,13254007
13254015,12769423
13254017,12719424
13254017,12769424
13254017,13254010
13254017,13254008
13254065,12719281
13254066,14503795
13254068,14503797
13254070,12719285
13254070,12769189
13254070,13254066
13254070,13254065
13254265,12719320
13254266,12719321
13254267,15467343
13254268,15467344
13254269,15467345
13254272,12719326
13254272,12769230
13254272,13254267
13254272,13254265
13254273,15467348
13254275,12719328
13254275,12769232
13254275,13254268
13254275,13254266
13256001,54586
13256007,13256002
13256007,13256000
13256010,54590
13256010,13256003
13256010,13256001
13256058,54586
13256173,53422
13256175,53423
13256195,45
13256196,45
13256199,45
13256202,45
13256803,12720829
13256803,12770829
13256806,12720832
13256806,12770832
13256806,54781
13273040,13273034
13273136,13273130
13273339,13273333
13273408,13273034
13273572,13273566
13273668,13273662
13273871,13273865
13273940,13273566
13278039,13278033
13278242,13278236
13278475,13278469
13278571,13278565
13278774,13278768
13278843,13278469
13283551,14019381
13288678,13483976
13288679,15860649
13288689,13152986
13288690,13152987
13288691,13483986
13288692,13483987
13288693,13483988
13288697,13152992
13288697,13212992
13288697,13288691
13288697,13288689
13288698,13483992
13288701,13152995
13288701,13212995
13288701,13288692
13288701,13288690
13288786,13153077
13288787,14095836
13288789,14095838
13288792,13153082
13288792,13213082
13288792,13288787
13288792,13288786
13288945,13153121
13288945,13213121
13288945,12778541
13288945,12794822
13288946,13153122
13288946,13213122
13288946,12778542
13288946,12794823
13290606,13154268
13290607,13154269
13290608,15729032
13290609,15729033
13290610,15729034
13290613,13154274
13290613,13214274
13290613,13290608
13290613,13290606
13290614,15729037
13290616,13154276
13290616,13214276
13290616,13290609
13290616,13290607
13290974,13154141
13290975,13154142
13290976,15469184
13290977,15469185
13290978,15469186
13290981,13154147
13290981,13214020
13290981,13290976
13290981,13290974
13290982,15469189
13290984,13154149
13290984,13214022
13290984,13290977
13290984,13290975
13301016,54625
13301016,45
13301017,54626
13301017,45
13303871,52479
13303871,15857412
13303906,52523
13303906,15857447
13303909,52520
13303909,13101168
13303948,15857488
13304185,13938206
13304374,663
13304374,14503849
13304387,663
13304387,15467412
13304432,663
13304432,14509827
13304458,15857998
13304526,663
13304526,15858067
13304746,15858286
13304755,52817
13304755,15858295
13305030,52617
13305030,55900
